Make,Model,Engine Fuel Type,Transmission Type,Driven_Wheels,Market Category,Vehicle Size,Vehicle Style,Year,Engine HP,Engine Cylinders,Number of Doors,highway MPG,city mpg,Popularity,MSRP
Volkswagen,Jetta SportWagen,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Wagon,2014,170.0,5.0,4.0,30,23,873,26685
Volkswagen,Jetta,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2015,170.0,4.0,4.0,37,25,873,22325
Volkswagen,Jetta,premium unleaded (recommended),MANUAL,front wheel drive,"Factory Tuner,Performance",Midsize,Sedan,2015,210.0,4.0,4.0,33,23,873,29280
Volkswagen,Jetta,diesel,AUTOMATED_MANUAL,front wheel drive,Diesel,Midsize,Sedan,2015,150.0,4.0,4.0,45,31,873,25175
Volkswagen,Jetta,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2015,170.0,4.0,4.0,37,25,873,20895
Volkswagen,Jetta,diesel,MANUAL,front wheel drive,Diesel,Midsize,Sedan,2015,150.0,4.0,4.0,46,31,873,21640
Volkswagen,Jetta,premium unleaded (recommended),AUTOMATIC,front wheel drive,"Factory Tuner,Performance",Midsize,Sedan,2015,210.0,4.0,4.0,32,24,873,28020
Volkswagen,Jetta,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2015,115.0,4.0,4.0,34,25,873,16215
Volkswagen,Jetta,premium unleaded (required),AUTOMATED_MANUAL,front wheel drive,Hybrid,Midsize,Sedan,2015,170.0,4.0,4.0,48,42,873,31670
Volkswagen,Jetta,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2015,115.0,4.0,4.0,34,23,873,18425
Volkswagen,Jetta,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2016,150.0,4.0,4.0,39,28,873,22325
Volkswagen,Jetta,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2016,170.0,4.0,4.0,36,25,873,23650
Volkswagen,Jetta,premium unleaded (recommended),MANUAL,front wheel drive,"Factory Tuner,Performance",Midsize,Sedan,2016,210.0,4.0,4.0,33,23,873,29280
Volkswagen,Jetta,premium unleaded (recommended),AUTOMATIC,front wheel drive,"Factory Tuner,Performance",Midsize,Sedan,2016,210.0,4.0,4.0,33,24,873,28020
Volkswagen,Jetta,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2016,150.0,4.0,4.0,39,28,873,18675
Volkswagen,Jetta,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2016,170.0,4.0,4.0,37,25,873,20895
Volkswagen,Jetta,premium unleaded (required),AUTOMATED_MANUAL,front wheel drive,Hybrid,Midsize,Sedan,2016,170.0,4.0,4.0,48,42,873,31120
Volkswagen,Jetta,premium unleaded (recommended),AUTOMATED_MANUAL,front wheel drive,"Factory Tuner,Performance",Midsize,Sedan,2017,210.0,4.0,4.0,33,24,873,28995
Volkswagen,Jetta,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2017,150.0,4.0,4.0,38,28,873,21995
Volkswagen,Jetta,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2017,150.0,4.0,4.0,40,28,873,20895
Volkswagen,Jetta,premium unleaded (recommended),AUTOMATIC,front wheel drive,0,Midsize,Sedan,2017,170.0,4.0,4.0,35,25,873,24995
Volkswagen,Jetta,premium unleaded (recommended),MANUAL,front wheel drive,"Factory Tuner,Performance",Midsize,Sedan,2017,210.0,4.0,4.0,33,23,873,27895
GMC,Jimmy,regular unleaded,MANUAL,four wheel drive,0,Compact,2dr SUV,1999,190.0,6.0,2.0,16,13,549,2347
GMC,Jimmy,regular unleaded,AUTOMATIC,rear wheel drive,0,Midsize,4dr SUV,1999,190.0,6.0,4.0,19,14,549,2554
GMC,Jimmy,regular unleaded,AUTOMATIC,four wheel drive,0,Midsize,4dr SUV,1999,190.0,6.0,4.0,19,14,549,2590
GMC,Jimmy,regular unleaded,UNKNOWN,rear wheel drive,0,Compact,2dr SUV,1999,190.0,6.0,2.0,19,14,549,2182
GMC,Jimmy,regular unleaded,UNKNOWN,four wheel drive,0,Compact,2dr SUV,1999,190.0,6.0,2.0,19,14,549,2317
GMC,Jimmy,regular unleaded,MANUAL,rear wheel drive,0,Compact,2dr SUV,1999,190.0,6.0,2.0,21,15,549,2038
GMC,Jimmy,regular unleaded,UNKNOWN,rear wheel drive,0,Compact,2dr SUV,2000,190.0,6.0,2.0,20,15,549,2407
GMC,Jimmy,regular unleaded,MANUAL,four wheel drive,0,Compact,2dr SUV,2000,190.0,6.0,2.0,16,13,549,2463
GMC,Jimmy,regular unleaded,AUTOMATIC,four wheel drive,0,Midsize,4dr SUV,2000,190.0,6.0,4.0,18,14,549,2773
GMC,Jimmy,regular unleaded,AUTOMATIC,rear wheel drive,0,Midsize,4dr SUV,2000,190.0,6.0,4.0,20,15,549,2756
GMC,Jimmy,regular unleaded,MANUAL,rear wheel drive,0,Compact,2dr SUV,2000,190.0,6.0,2.0,21,15,549,2322
GMC,Jimmy,regular unleaded,UNKNOWN,four wheel drive,0,Compact,2dr SUV,2000,190.0,6.0,2.0,18,14,549,2578
GMC,Jimmy,regular unleaded,AUTOMATIC,rear wheel drive,0,Midsize,4dr SUV,2001,190.0,6.0,4.0,20,15,549,26770
GMC,Jimmy,regular unleaded,MANUAL,four wheel drive,0,Compact,2dr SUV,2001,190.0,6.0,2.0,16,13,549,22270
GMC,Jimmy,regular unleaded,AUTOMATIC,four wheel drive,0,Compact,2dr SUV,2001,190.0,6.0,2.0,18,14,549,25170
GMC,Jimmy,regular unleaded,AUTOMATIC,four wheel drive,0,Midsize,4dr SUV,2001,190.0,6.0,4.0,18,14,549,31925
GMC,Jimmy,regular unleaded,MANUAL,rear wheel drive,0,Compact,2dr SUV,2001,190.0,6.0,2.0,20,14,549,19270
GMC,Jimmy,regular unleaded,AUTOMATIC,rear wheel drive,0,Compact,2dr SUV,2001,190.0,6.0,2.0,20,15,549,22170
Dodge,Journey,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2015,283.0,6.0,4.0,24,16,1851,33295
Dodge,Journey,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2015,173.0,4.0,4.0,26,19,1851,26595
Dodge,Journey,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2015,283.0,6.0,4.0,25,17,1851,31395
Dodge,Journey,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2016,173.0,4.0,4.0,26,19,1851,27395
Dodge,Journey,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2016,283.0,6.0,4.0,24,16,1851,26595
Dodge,Journey,flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Crossover,Flex Fuel",Midsize,4dr SUV,2016,283.0,6.0,4.0,25,17,1851,31795
Dodge,Journey,regular unleaded,AUTOMATIC,front wheel drive,Crossover,Midsize,4dr SUV,2017,173.0,4.0,4.0,25,19,1851,20995
Dodge,Journey,regular unleaded,AUTOMATIC,all wheel drive,Crossover,Midsize,4dr SUV,2017,283.0,6.0,4.0,24,16,1851,33695
Dodge,Journey,flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Crossover,Flex Fuel",Midsize,4dr SUV,2017,283.0,6.0,4.0,25,17,1851,31795
Nissan,Juke,premium unleaded (recommended),AUTOMATIC,front wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,2015,188.0,4.0,4.0,32,28,2009,25240
Nissan,Juke,premium unleaded (required),MANUAL,front wheel drive,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,2015,215.0,4.0,4.0,31,25,2009,28020
Nissan,Juke,premium unleaded (required),AUTOMATIC,all wheel drive,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,2015,211.0,4.0,4.0,29,25,2009,30020
Nissan,Juke,premium unleaded (recommended),AUTOMATIC,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,2015,188.0,4.0,4.0,31,26,2009,26940
Nissan,Juke,premium unleaded (recommended),AUTOMATIC,all wheel drive,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,2015,188.0,4.0,4.0,31,26,2009,27230
Nissan,Juke,premium unleaded (recommended),MANUAL,front wheel drive,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,2015,188.0,4.0,4.0,34,28,2009,24830
Nissan,Juke,premium unleaded (recommended),MANUAL,front wheel drive,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,2016,188.0,4.0,4.0,34,28,2009,24830
Nissan,Juke,premium unleaded (recommended),AUTOMATIC,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,2016,188.0,4.0,4.0,31,26,2009,22100
Nissan,Juke,premium unleaded (required),MANUAL,front wheel drive,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,2016,211.0,4.0,4.0,31,25,2009,28020
Nissan,Juke,premium unleaded (recommended),AUTOMATIC,front wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,2016,188.0,4.0,4.0,32,28,2009,22300
Nissan,Juke,premium unleaded (required),AUTOMATIC,all wheel drive,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,2016,215.0,4.0,4.0,29,25,2009,30020
Nissan,Juke,premium unleaded (recommended),AUTOMATIC,all wheel drive,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,2016,188.0,4.0,4.0,31,26,2009,27230
Nissan,Juke,premium unleaded (required),MANUAL,front wheel drive,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,2017,215.0,4.0,4.0,31,26,2009,28020
Nissan,Juke,premium unleaded (recommended),MANUAL,front wheel drive,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,2017,188.0,4.0,4.0,33,27,2009,24830
Nissan,Juke,premium unleaded (required),AUTOMATIC,all wheel drive,"Crossover,Hatchback,Factory Tuner,Performance",Compact,4dr Hatchback,2017,211.0,4.0,4.0,29,25,2009,30020
Nissan,Juke,premium unleaded (recommended),AUTOMATIC,all wheel drive,"Crossover,Hatchback,Performance",Compact,4dr Hatchback,2017,188.0,4.0,4.0,30,26,2009,27230
Nissan,Juke,premium unleaded (recommended),AUTOMATIC,all wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,2017,188.0,4.0,4.0,30,26,2009,26940
Nissan,Juke,premium unleaded (recommended),AUTOMATIC,front wheel drive,"Crossover,Hatchback",Compact,4dr Hatchback,2017,188.0,4.0,4.0,32,28,2009,20250
Subaru,Justy,regular unleaded,MANUAL,four wheel drive,Hatchback,Compact,2dr Hatchback,1992,73.0,3.0,2.0,29,24,640,2000
Subaru,Justy,regular unleaded,MANUAL,four wheel drive,Hatchback,Compact,4dr Hatchback,1992,73.0,3.0,4.0,29,24,640,2000
Subaru,Justy,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1992,66.0,3.0,2.0,33,28,640,2000
Subaru,Justy,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1992,73.0,3.0,2.0,33,28,640,2000
Subaru,Justy,regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,2dr Hatchback,1993,73.0,3.0,2.0,32,28,640,2000
Subaru,Justy,regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,1993,73.0,3.0,4.0,32,28,640,2000
Subaru,Justy,regular unleaded,MANUAL,four wheel drive,Hatchback,Compact,4dr Hatchback,1993,73.0,3.0,4.0,29,24,640,2000
Subaru,Justy,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1993,73.0,3.0,2.0,33,28,640,2000
Subaru,Justy,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1994,73.0,3.0,2.0,33,28,640,2000
Subaru,Justy,regular unleaded,MANUAL,four wheel drive,Hatchback,Compact,4dr Hatchback,1994,73.0,3.0,4.0,29,24,640,2000
Infiniti,JX,premium unleaded (recommended),AUTOMATIC,front wheel drive,"Crossover,Luxury",Large,4dr SUV,2013,265.0,6.0,4.0,24,18,190,41250
Infiniti,JX,premium unleaded (recommended),AUTOMATIC,all wheel drive,"Crossover,Luxury",Large,4dr SUV,2013,265.0,6.0,4.0,23,18,190,42650
Kia,K900,premium unleaded (recommended),AUTOMATIC,rear wheel drive,"Luxury,High-Performance",Large,Sedan,2015,420.0,8.0,4.0,23,15,1720,59900
Kia,K900,regular unleaded,AUTOMATIC,rear wheel drive,Luxury,Large,Sedan,2016,311.0,6.0,4.0,26,17,1720,49000
Kia,K900,premium unleaded (recommended),AUTOMATIC,rear wheel drive,"Luxury,High-Performance",Large,Sedan,2016,420.0,8.0,4.0,23,15,1720,61900
Suzuki,Kizashi,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2011,180.0,4.0,4.0,31,23,481,21049
Suzuki,Kizashi,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2011,180.0,4.0,4.0,30,23,481,22049
Suzuki,Kizashi,regular unleaded,AUTOMATIC,all wheel drive,0,Midsize,Sedan,2011,180.0,4.0,4.0,29,22,481,27299
Suzuki,Kizashi,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2011,185.0,4.0,4.0,29,20,481,24849
Suzuki,Kizashi,regular unleaded,AUTOMATIC,all wheel drive,0,Midsize,Sedan,2011,180.0,4.0,4.0,30,23,481,22099
Suzuki,Kizashi,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2011,185.0,4.0,4.0,31,21,481,18999
Suzuki,Kizashi,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2012,180.0,4.0,4.0,30,23,481,23899
Suzuki,Kizashi,regular unleaded,AUTOMATIC,all wheel drive,0,Midsize,Sedan,2012,180.0,4.0,4.0,29,22,481,25249
Suzuki,Kizashi,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2012,185.0,4.0,4.0,31,21,481,18999
Suzuki,Kizashi,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2012,185.0,4.0,4.0,29,20,481,25099
Suzuki,Kizashi,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2012,180.0,4.0,4.0,31,23,481,20999
Suzuki,Kizashi,regular unleaded,AUTOMATIC,all wheel drive,0,Midsize,Sedan,2012,180.0,4.0,4.0,30,23,481,22349
Suzuki,Kizashi,regular unleaded,AUTOMATIC,front wheel drive,0,Midsize,Sedan,2013,180.0,4.0,4.0,30,23,481,25799
Suzuki,Kizashi,regular unleaded,AUTOMATIC,all wheel drive,0,Midsize,Sedan,2013,180.0,4.0,4.0,29,22,481,23249
Suzuki,Kizashi,regular unleaded,MANUAL,front wheel drive,0,Midsize,Sedan,2013,185.0,4.0,4.0,29,20,481,19999
Buick,LaCrosse,regular unleaded,AUTOMATIC,front wheel drive,"Flex Fuel,Hybrid",Large,Sedan,2015,182.0,4.0,4.0,36,25,155,35725
Buick,LaCrosse,flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Large,Sedan,2015,304.0,6.0,4.0,28,18,155,31065
Buick,LaCrosse,flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Flex Fuel,Performance",Large,Sedan,2015,304.0,6.0,4.0,26,17,155,40500
Buick,LaCrosse,flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Flex Fuel,Performance",Large,Sedan,2015,304.0,6.0,4.0,28,18,155,39970
Buick,LaCrosse,flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Flex Fuel,Performance",Large,Sedan,2016,304.0,6.0,4.0,28,18,155,34065
Buick,LaCrosse,flex-fuel (unleaded/E85),AUTOMATIC,all wheel drive,"Flex Fuel,Performance",Large,Sedan,2016,304.0,6.0,4.0,26,17,155,38905
Buick,LaCrosse,flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,"Flex Fuel,Performance,Hybrid",Large,Sedan,2016,304.0,6.0,4.0,28,18,155,35900
Buick,LaCrosse,flex-fuel (unleaded/E85),AUTOMATIC,front wheel drive,Flex Fuel,Large,Sedan,2016,304.0,6.0,4.0,28,18,155,31065
Buick,LaCrosse,regular unleaded,AUTOMATIC,front wheel drive,Performance,Large,Sedan,2017,310.0,6.0,4.0,31,21,155,36065
Buick,LaCrosse,regular unleaded,AUTOMATIC,all wheel drive,Performance,Large,Sedan,2017,310.0,6.0,4.0,29,20,155,43265
Mitsubishi,Lancer Evolution,premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,"Factory Tuner,Performance",Compact,Sedan,2013,291.0,4.0,4.0,22,17,436,37895
Mitsubishi,Lancer Evolution,premium unleaded (required),MANUAL,all wheel drive,"Factory Tuner,Performance",Compact,Sedan,2013,291.0,4.0,4.0,23,17,436,34695
Mitsubishi,Lancer Evolution,premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,"Factory Tuner,Performance",Compact,Sedan,2014,291.0,4.0,4.0,22,17,436,38195
Mitsubishi,Lancer Evolution,premium unleaded (required),MANUAL,all wheel drive,"Factory Tuner,Performance",Compact,Sedan,2014,291.0,4.0,4.0,23,17,436,34995
Mitsubishi,Lancer Evolution,premium unleaded (required),MANUAL,all wheel drive,"Factory Tuner,High-Performance",Compact,Sedan,2015,303.0,4.0,4.0,23,17,436,37995
Mitsubishi,Lancer Evolution,premium unleaded (required),MANUAL,all wheel drive,"Factory Tuner,Performance",Compact,Sedan,2015,291.0,4.0,4.0,23,17,436,34495
Mitsubishi,Lancer Evolution,premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,"Factory Tuner,Performance",Compact,Sedan,2015,291.0,4.0,4.0,22,17,436,38995
Mitsubishi,Lancer Sportback,regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,2012,168.0,4.0,4.0,29,22,436,21345
Mitsubishi,Lancer Sportback,regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,2012,148.0,4.0,4.0,32,24,436,18395
Mitsubishi,Lancer Sportback,regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,2013,148.0,4.0,4.0,32,24,436,18495
Mitsubishi,Lancer Sportback,regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,2013,168.0,4.0,4.0,29,22,436,21495
Mitsubishi,Lancer Sportback,regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,2014,168.0,4.0,4.0,29,22,436,21945
Mitsubishi,Lancer Sportback,regular unleaded,AUTOMATIC,front wheel drive,Hatchback,Compact,4dr Hatchback,2014,148.0,4.0,4.0,32,24,436,18595
Mitsubishi,Lancer,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,2015,148.0,4.0,4.0,34,25,436,17395
Mitsubishi,Lancer,premium unleaded (required),AUTOMATED_MANUAL,all wheel drive,Performance,Compact,Sedan,2015,237.0,4.0,4.0,25,18,436,29495
Mitsubishi,Lancer,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,2015,168.0,4.0,4.0,31,22,436,20595
Mitsubishi,Lancer,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Sedan,2015,168.0,4.0,4.0,30,23,436,21595
Mitsubishi,Lancer,regular unleaded,AUTOMATIC,all wheel drive,0,Compact,Sedan,2015,168.0,4.0,4.0,29,22,436,20995
Mitsubishi,Lancer,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Sedan,2015,148.0,4.0,4.0,34,26,436,18295
Mitsubishi,Lancer,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Sedan,2016,148.0,4.0,4.0,35,27,436,18595
Mitsubishi,Lancer,regular unleaded,AUTOMATIC,all wheel drive,0,Compact,Sedan,2016,168.0,4.0,4.0,31,23,436,20995
Mitsubishi,Lancer,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,2016,148.0,4.0,4.0,34,24,436,17595
Mitsubishi,Lancer,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Sedan,2016,168.0,4.0,4.0,31,24,436,23495
Mitsubishi,Lancer,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,2016,168.0,4.0,4.0,31,22,436,22495
Mitsubishi,Lancer,regular unleaded,AUTOMATIC,all wheel drive,0,Compact,Sedan,2017,168.0,4.0,4.0,30,23,436,20295
Mitsubishi,Lancer,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Sedan,2017,148.0,4.0,4.0,34,27,436,18795
Mitsubishi,Lancer,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,2017,148.0,4.0,4.0,33,24,436,17795
Toyota,Land Cruiser,regular unleaded,AUTOMATIC,four wheel drive,Luxury,Midsize,4dr SUV,2015,381.0,8.0,4.0,18,13,2031,80155
Toyota,Land Cruiser,regular unleaded,AUTOMATIC,four wheel drive,Luxury,Midsize,4dr SUV,2016,381.0,8.0,4.0,18,13,2031,83825
Toyota,Land Cruiser,regular unleaded,AUTOMATIC,four wheel drive,Luxury,Midsize,4dr SUV,2017,381.0,8.0,4.0,18,13,2031,84325
Maybach,Landaulet,premium unleaded (required),AUTOMATIC,rear wheel drive,"Exotic,Luxury,High-Performance",Large,Convertible,2011,620.0,12.0,4.0,16,10,67,1380000
Maybach,Landaulet,premium unleaded (required),AUTOMATIC,rear wheel drive,"Exotic,Luxury,Performance",Large,Convertible,2012,620.0,12.0,4.0,16,10,67,1382750
Plymouth,Laser,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1992,92.0,4.0,2.0,29,21,535,2000
Plymouth,Laser,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1992,135.0,4.0,2.0,26,19,535,2000
Plymouth,Laser,regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,2dr Hatchback,1992,195.0,4.0,2.0,26,19,535,2000
Plymouth,Laser,regular unleaded,MANUAL,all wheel drive,"Hatchback,Performance",Compact,2dr Hatchback,1992,195.0,4.0,2.0,23,18,535,2000
Plymouth,Laser,regular unleaded,MANUAL,all wheel drive,"Hatchback,Performance",Compact,2dr Hatchback,1993,195.0,4.0,2.0,23,18,535,2000
Plymouth,Laser,regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,2dr Hatchback,1993,195.0,4.0,2.0,26,19,535,2000
Plymouth,Laser,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1993,92.0,4.0,2.0,29,21,535,2000
Plymouth,Laser,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1993,135.0,4.0,2.0,26,19,535,2000
Plymouth,Laser,regular unleaded,MANUAL,all wheel drive,"Hatchback,Performance",Compact,2dr Hatchback,1994,195.0,4.0,2.0,23,18,535,2000
Plymouth,Laser,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1994,92.0,4.0,2.0,29,21,535,2000
Plymouth,Laser,regular unleaded,MANUAL,front wheel drive,"Hatchback,Performance",Compact,2dr Hatchback,1994,195.0,4.0,2.0,26,19,535,2000
Plymouth,Laser,regular unleaded,MANUAL,front wheel drive,Hatchback,Compact,2dr Hatchback,1994,135.0,4.0,2.0,26,19,535,2000
Chrysler,Le Baron,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1993,141.0,6.0,2.0,26,17,1013,2000
Chrysler,Le Baron,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Sedan,1993,141.0,6.0,4.0,26,18,1013,2000
Chrysler,Le Baron,regular unleaded,UNKNOWN,front wheel drive,0,Compact,Coupe,1993,100.0,4.0,2.0,26,21,1013,2000
Chrysler,Le Baron,regular unleaded,MANUAL,front wheel drive,0,Compact,Convertible,1993,141.0,6.0,2.0,24,17,1013,2000
Chrysler,Le Baron,regular unleaded,UNKNOWN,front wheel drive,0,Compact,Convertible,1993,100.0,4.0,2.0,24,18,1013,2000
Chrysler,Le Baron,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Coupe,1993,141.0,6.0,2.0,26,18,1013,2000
Chrysler,Le Baron,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Sedan,1993,100.0,4.0,4.0,26,21,1013,2000
Chrysler,Le Baron,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Convertible,1993,141.0,6.0,2.0,26,18,1013,2000
Chrysler,Le Baron,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Convertible,1994,141.0,6.0,2.0,26,18,1013,2000
Chrysler,Le Baron,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Sedan,1994,142.0,6.0,4.0,24,18,1013,2000
Chrysler,Le Baron,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Sedan,1994,142.0,6.0,4.0,26,18,1013,2000
Chrysler,Le Baron,regular unleaded,AUTOMATIC,front wheel drive,0,Compact,Convertible,1995,141.0,6.0,2.0,26,18,1013,2000
Pontiac,Le Mans,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1991,74.0,4.0,2.0,34,25,210,2000
Pontiac,Le Mans,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1991,74.0,4.0,2.0,36,27,210,2000
Pontiac,Le Mans,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,1991,74.0,4.0,4.0,36,27,210,2000
Pontiac,Le Mans,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1992,74.0,4.0,2.0,34,24,210,2000
Pontiac,Le Mans,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,1992,74.0,4.0,4.0,37,26,210,2000
Pontiac,Le Mans,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1992,74.0,4.0,2.0,37,26,210,2000
Pontiac,Le Mans,regular unleaded,MANUAL,front wheel drive,0,Compact,Sedan,1993,74.0,4.0,4.0,37,26,210,2000
Pontiac,Le Mans,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1993,74.0,4.0,2.0,34,24,210,2000
Pontiac,Le Mans,regular unleaded,MANUAL,front wheel drive,0,Compact,Coupe,1993,74.0,4.0,2.0,37,26,210,2000
Nissan,Leaf,electric,DIRECT_DRIVE,front wheel drive,Hatchback,Compact,4dr Hatchback,2014,0.0,0.0,4.0,101,126,2009,35020
Nissan,Leaf,electric,DIRECT_DRIVE,front wheel drive,Hatchback,Compact,4dr Hatchback,2015,0.0,0.0,4.0,101,126,2009,32100
Nissan,Leaf,electric,DIRECT_DRIVE,front wheel drive,Hatchback,Compact,4dr Hatchback,2016,0.0,0.0,4.0,101,126,2009,29010
Nissan,Leaf,electric,DIRECT_DRIVE,front wheel drive,Hatchback,Compact,4dr Hatchback,2016,0.0,0.0,4.0,101,124,2009,34200
Subaru,Legacy,regular unleaded,AUTOMATIC,all wheel drive,0,Midsize,Sedan,2015,175.0,4.0,4.0,36,26,640,26495
Subaru,Legacy,regular unleaded,AUTOMATIC,all wheel drive,Performance,Midsize,Sedan,2015,256.0,6.0,4.0,28,20,640,29595
Subaru,Legacy,regular unleaded,AUTOMATIC,all wheel drive,0,Midsize,Sedan,2016,175.0,4.0,4.0,36,26,640,21745
Subaru,Legacy,regular unleaded,AUTOMATIC,all wheel drive,Performance,Midsize,Sedan,2016,256.0,6.0,4.0,29,20,640,29945
Subaru,Legacy,regular unleaded,AUTOMATIC,all wheel drive,Performance,Midsize,Sedan,2017,256.0,6.0,4.0,28,20,640,31640
Subaru,Legacy,regular unleaded,AUTOMATIC,all wheel drive,0,Midsize,Sedan,2017,175.0,4.0,4.0,34,25,640,23995
Acura,Legend,regular unleaded,MANUAL,front wheel drive,Luxury,Midsize,Sedan,1993,200.0,6.0,4.0,23,15,204,2000
